Tamanho amostra;Heuristica;Tempo;Fáctivel;Resultado;Teste;ID CHECKER
50;Next Product Improved V2.1;0.030894795;TRUE;405.27;9;500.0308947945803765405.27
60;Solver method;1.080064476;TRUE;529.37;9;601.08006447595033529.37
60;Next Product2Buy;0.015901552;FALSE;561.84;9;600.015901551508989561.84
60;Next Product Improved V2.1;0.077191448;TRUE;529.37;9;600.0771914479519182529.37
70;Solver method;1.285930491;TRUE;630.45;9;701.28593049101988630.45
70;Next Product2Buy;0.008220314;FALSE;734.22;9;700.00822031443721016734.22
70;Next Product Improved V2.1;0.054102198;TRUE;622.33;9;700.0541021982377287622.33
80;Solver method;1.592242127;TRUE;681.7;9;801.5922421269679681.7
80;Next Product2Buy;0.03123941;FALSE;757.6;9;800.0312394102477355757.6
80;Next Product Improved V2.1;0.091197203;TRUE;674.41;9;800.0911972030335732674.41
90;Solver method;2.29781686;TRUE;790.2;9;902.29781685974717790.2
90;Next Product2Buy;0.016105039;FALSE;779.59;9;900.0161050388554144779.59
90;Next Product Improved V2.1;0.030771718;TRUE;751.78;9;900.0307717175562629751.78
100;Solver method;3.028660947;TRUE;874.97;9;1003.02866094659356874.97
100;Next Product2Buy;0.028743408;FALSE;870.42;9;1000.028743408199773870.42
100;Next Product Improved V2.1;0.063076154;TRUE;843.02;9;1000.0630761543188782843.02
150;Solver method;5.046187115;TRUE;913.73;9;1505.04618711482021913.73
150;Next Product2Buy;0.022102992;FALSE;1312.19;9;1500.02210299249475151312.19
150;Next Product Improved V2.1;0.233543576;TRUE;912.64;9;1500.23354357624089912.64
200;Solver method;7.321408674;TRUE;1787.15;9;2007.321408673976351787.15
200;Next Product2Buy;0.018236733;FALSE;1879.77;9;2000.01823673291221431879.77
200;Next Product Improved V2.1;0.150625765;TRUE;1748.36;9;2000.1506257646159951748.36
250;Solver method;12.54402752;TRUE;1909.69;9;25012.54402752330461909.69
250;Next Product2Buy;0.027080227;FALSE;2036.52;9;2500.02708022734788072036.52
250;Next Product Improved V2.1;0.122362357;TRUE;1884.69;9;2500.1223623568101851884.69
300;Solver method;15.93469287;TRUE;2685.53;9;30015.93469286949152685.53
300;Next Product2Buy;0.034230182;FALSE;3070.11;9;3000.03423018193245753070.11
300;Next Product Improved V2.1;0.48768081;TRUE;2685.53;9;3000.487680810404812685.53
350;Solver method;25.13224257;TRUE;3007.23;9;35025.13224257004513007.23
350;Next Product2Buy;0.044634293;FALSE;3647.53;9;3500.04463429303325483647.53
350;Next Product Improved V2.1;0.747872203;TRUE;2904.87;9;3500.7478722033823142904.87
400;Solver method;29.35551865;TRUE;3616.46;9;40029.35551865068193616.46
400;Next Product2Buy;0.036351209;FALSE;4068.7;9;4000.03635120931380694068.7
400;Next Product Improved V2.1;0.902568535;TRUE;3616.46;9;4000.9025685354408213616.46
450;Solver method;42.18750744;TRUE;3454.63;9;45042.18750743590353454.63
450;Next Product2Buy;0.038612955;FALSE;4835.18;9;4500.03861295475928724835.18
450;Next Product Improved V2.1;1.132715596;TRUE;3377.29;9;4501.132715596074373377.29
500;Solver method;58.03780926;TRUE;4385.75;9;50058.03780926179214385.75
500;Next Product2Buy;0.071942213;FALSE;5105.14;9;5000.07194221287568325105.14
500;Next Product Improved V2.1;2.939094104;TRUE;4338.36;9;5002.939094103872094338.36
600;Solver method;84.03389418;TRUE;5151.15;9;60084.03389418165685151.15
600;Next Product2Buy;0.080322117;FALSE;5863.1;9;6000.08032211718739295863.1
600;Next Product Improved V2.1;2.302175427;TRUE;4949.53;9;6002.302175427426054949.53
700;Solver method;111.8994243;TRUE;6260.3;9;700111.8994243277326260.3
700;Next Product2Buy;0.103018341;FALSE;6290.53;9;7000.1030183409382066290.53
700;Next Product Improved V2.1;1.006642877;TRUE;6074.47;9;7001.006642877245446074.47
800;Solver method;149.9162453;TRUE;7102.45;9;800149.9162452646117102.45
800;Next Product2Buy;0.132269237;FALSE;7187.09;9;8000.1322692367336917187.09
800;Next Product Improved V2.1;1.200995447;TRUE;6922.78;9;8001.200995446970636922.78
900;Solver method;176.2296765;TRUE;8121.29;9;900176.2296764961448121.29
900;Next Product2Buy;0.105726446;FALSE;8365.48;9;9000.1057264457242588365.48
900;Next Product Improved V2.1;4.878093438;TRUE;8024.5;9;9004.878093438435598024.5
1000;Solver method;207.4355048;TRUE;7832.66;9;1000207.4355047675937832.66
1000;Next Product2Buy;0.133049135;FALSE;8634.38;9;10000.1330491348094258634.38
1000;Next Product Improved V2.1;4.600755775;TRUE;7648.75;9;10004.6007557749797648.75
1200;Solver method;469.4597632;TRUE;10634.36;9;1200469.45976324903610634.36
1200;Next Product2Buy;0.144157657;FALSE;12161.12;9;12000.1441576567447112161.12
1200;Next Product Improved V2.1;6.915990085;TRUE;10485.17;9;12006.9159900849149310485.17
1400;Solver method;345.5046191;TRUE;12522.97;9;1400345.50461908071212522.97
1400;Next Product2Buy;0.142869861;FALSE;14097.84;9;14000.14286986081651714097.84
1400;Next Product Improved V2.1;8.637660831;TRUE;12352.91;9;14008.6376608309014912352.91
1600;Solver method;537.9637932;TRUE;14310.37;9;1600537.96379320106114310.37
1600;Next Product2Buy;0.211161609;FALSE;15904.94;9;16000.21116160915835215904.94
1600;Next Product Improved V2.1;11.0274671;TRUE;14035.8;9;160011.027467099459914035.8
1800;Solver method;737.2827641;TRUE;13562.9;9;1800737.28276412944713562.9
1800;Next Product2Buy;0.231623985;FALSE;14570.37;9;18000.23162398492240714570.37
1800;Next Product Improved V2.1;5.064983028;TRUE;13334.14;9;18005.064983027678413334.14
2000;Solver method;886.7640244;TRUE;18091.13;9;2000886.76402442176318091.13
2000;Next Product2Buy;0.371377535;FALSE;19060.59;9;20000.37137753548995519060.59
2000;Next Product Improved V2.1;22.80868579;TRUE;18091.13;9;200022.808685791742318091.13
600;Solver method;49.26966725;TRUE;5391.72;10;60049.26966724977685391.72
600;Next Product2Buy;0.057705751;FALSE;5572.4;10;6000.05770575145722745572.4
600;Next Product Improved V2.1;0.502153432;TRUE;5346.46;10;6000.5021534323635995346.46
600;Solver method;56.44082758;TRUE;5170.12;11;60056.44082758428295170.12
600;Next Product2Buy;0.080642739;FALSE;5413.39;11;6000.08064273945805665413.39
600;Next Product Improved V2.1;0.727306704;TRUE;5086.98;11;6000.7273067039069475086.98
700;Solver method;96.41632588;TRUE;4524.68;10;70096.41632588090114524.68
700;Next Product2Buy;0.074682954;FALSE;5604.61;10;7000.07468295436643755604.61
700;Next Product Improved V2.1;3.182733239;TRUE;4499.26;10;7003.182733238591594499.26
700;Solver method;97.04298249;TRUE;6309.89;11;70097.04298249356726309.89
700;Next Product2Buy;0.077810334;FALSE;6455.62;11;7000.07781033384969766455.62
700;Next Product Improved V2.1;1.483562694;TRUE;6255.57;11;7001.483562693640696255.57
800;Solver method;118.7927433;TRUE;7129.78;10;800118.7927433144727129.78
800;Next Product2Buy;0.100521681;FALSE;8362.62;10;8000.1005216811951758362.62
800;Next Product Improved V2.1;2.280194822;TRUE;6831.11;10;8002.280194822244366831.11
800;Solver method;110.0006027;TRUE;7183.42;11;800110.0006026656777183.42
800;Next Product2Buy;0.057472316;FALSE;7799.11;11;8000.05747231594284587799.11
800;Next Product Improved V2.1;3.689305125;TRUE;7149.98;11;8003.689305125242867149.98
900;Solver method;123.7870732;TRUE;7401.54;10;900123.7870731699317401.54
900;Next Product2Buy;0.099745477;FALSE;7113.58;10;9000.09974547734077537113.58
900;Next Product Improved V2.1;0.975377271;TRUE;7013.38;10;9000.975377271175837013.38
900;Solver method;137.5336401;TRUE;7410.46;11;900137.5336401499237410.46
900;Next Product2Buy;0.091885798;FALSE;9484.77;11;9000.09188579793101329484.77
900;Next Product Improved V2.1;2.854878597;TRUE;7165.88;11;9002.854878597122257165.88
900;Solver method;140.4308637;TRUE;8128.89;12;900140.4308637031988128.89
900;Next Product2Buy;0.061189233;FALSE;9221.92;12;9000.06118923292024199221.92
900;Next Product Improved V2.1;4.773359551;TRUE;8128.89;12;9004.773359551409958128.89
1000;Solver method;180.2155176;TRUE;8937.14;10;1000180.2155175950488937.14
1000;Next Product2Buy;0.091025492;FALSE;10443.45;10;10000.091025491650498210443.45
1000;Next Product Improved V2.1;6.171076232;TRUE;8753.99;10;10006.171076232079948753.99
1000;Solver method;172.8661073;TRUE;6764.79;11;1000172.8661072966446764.79
1000;Next Product2Buy;0.108164335;FALSE;9762.46;11;10000.1081643353199979762.46
1000;Next Product Improved V2.1;5.670123208;TRUE;6725.14;11;10005.67012320800296725.14
10;Solver method;0.070806038;TRUE;89.58;12;100.070806037651630589.58
10;Next Product2Buy;0.001995074;FALSE;95.98;12;100.001995073649109995.98
10;Next Product Improved V2.1;0.004167788;TRUE;89.58;12;100.0041677880323478589.58
30;Solver method;0.258011064;TRUE;265.03;12;300.258011063776715265.03
30;Next Product2Buy;0.004024199;FALSE;293.27;12;300.00402419852439217293.27
30;Next Product Improved V2.1;0.046481975;TRUE;254.79;12;300.0464819750039384254.79
40;Solver method;0.404336157;TRUE;340.54;12;400.404336156986819340.54
40;Next Product2Buy;0.009551164;FALSE;395.28;12;400.00955116381347476395.28
40;Next Product Improved V2.1;0.034131636;TRUE;340.54;12;400.034131636296802340.54
50;Solver method;0.513867875;TRUE;431.37;12;500.513867874678359431.37
50;Next Product2Buy;0.007675885;FALSE;474.15;12;500.00767588483957348474.15
50;Next Product Improved V2.1;0.036593581;TRUE;421.09;12;500.0365935809746365421.09
60;Solver method;0.759944189;TRUE;524.98;12;600.759944188809536524.98
60;Next Product2Buy;0.006573528;FALSE;626.57;12;600.00657352767421093626.57
60;Next Product Improved V2.1;0.032927946;TRUE;516.05;12;600.032927945964396516.05
80;Solver method;1.115063196;TRUE;707.07;12;801.11506319579373707.07
80;Next Product2Buy;0.065686456;FALSE;706.33;12;800.0656864563094048706.33
80;Next Product Improved V2.1;0.091710619;TRUE;685.12;12;800.0917106187312923685.12
90;Solver method;1.773046116;TRUE;797.35;12;901.77304611602688797.35
90;Next Product2Buy;0.014019669;FALSE;833.02;12;900.0140196693010556833.02
90;Next Product Improved V2.1;0.037972861;TRUE;792.32;12;900.0379728607624851792.32
100;Solver method;1.787333682;TRUE;879.39;12;1001.78733368232421879.39
100;Next Product2Buy;0.016550537;FALSE;902.67;12;1000.0165505369427085902.67
100;Next Product Improved V2.1;0.055029653;TRUE;852.53;12;1000.055029653284671852.53
150;Solver method;3.486776637;TRUE;1255.86;12;1503.486776637084491255.86
150;Next Product2Buy;0.01926725;FALSE;1496.6;12;1500.01926725043323071496.6
150;Next Product Improved V2.1;0.137999774;TRUE;1208.6;12;1500.1379997735388331208.6
200;Solver method;5.959523348;TRUE;1644.43;12;2005.95952334847451644.43
200;Next Product2Buy;0.013069517;FALSE;1763.24;12;2000.01306951701412721763.24
200;Next Product Improved V2.1;0.211444166;TRUE;1585.53;12;2000.2114441658352141585.53
250;Solver method;9.775670112;TRUE;2237.39;12;2509.775670111720842237.39
250;Next Product2Buy;0.026252675;FALSE;2518.82;12;2500.02625267486740762518.82
250;Next Product Improved V2.1;0.264008182;TRUE;2196.85;12;2500.2640081821404182196.85
300;Solver method;13.12079734;TRUE;2661;12;30013.120797340232661
300;Next Product2Buy;0.034284251;FALSE;3136.14;12;3000.0342842514309683136.14
300;Next Product Improved V2.1;0.44856829;TRUE;2551.73;12;3000.4485682895289642551.73
350;Solver method;20.75534686;TRUE;3139.68;12;35020.75534686302053139.68
350;Next Product2Buy;0.034749481;FALSE;3417.59;12;3500.03474948143674793417.59
350;Next Product Improved V2.1;0.449374852;TRUE;3139.68;12;3500.4493748523079333139.68
400;Solver method;23.66155461;TRUE;1972.71;12;40023.66155460667961972.71
400;Next Product2Buy;0.031654512;FALSE;3540.09;12;4000.03165451215669173540.09
400;Next Product Improved V2.1;1.057532213;TRUE;1957.85;12;4001.057532213280481957.85
450;Solver method;31.89335197;TRUE;3753.84;12;45031.89335196988393753.84
450;Next Product2Buy;0.037415733;FALSE;3605.15;12;4500.03741573347161873605.15
450;Next Product Improved V2.1;0.21964887;TRUE;3557.11;12;4500.2196488703198013557.11
500;Solver method;39.18719149;TRUE;4096.91;12;50039.18719148768574096.91
500;Next Product2Buy;0.071639677;FALSE;4655.85;12;5000.07163967730923564655.85
500;Next Product Improved V2.1;0.404589285;TRUE;4020.22;12;5000.4045892847765624020.22
1200;Solver method;257.7632738;TRUE;10781.22;12;1200257.76327382437110781.22
1200;Next Product2Buy;0.175032738;FALSE;11776.12;12;12000.17503273840782111776.12
1200;Next Product Improved V2.1;9.008516089;TRUE;10719.56;12;12009.0085160885889710719.56
2000;Solver method;855.7087299;TRUE;17375.65;12;2000855.70872991387917375.65
2000;Next Product2Buy;0.138964695;FALSE;18200.84;12;20000.138964695032218200.84
2000;Next Product Improved V2.1;10.00792778;TRUE;17059.79;12;200010.00792778186217059.79
1200;Solver method;294.0723031;TRUE;8889.83;13;1200294.0723030608368889.83
1200;Next Product2Buy;0.183712929;FALSE;9708.99;13;12000.1837129292914599708.99
1200;Next Product Improved V2.1;2.767604894;TRUE;8724.97;13;12002.767604894186888724.97
2000;Solver method;799.8067351;TRUE;17955.94;13;2000799.80673508638317955.94
2000;Next Product2Buy;0.364475299;FALSE;20086.54;13;20000.36447529932229320086.54
2000;Next Product Improved V2.1;27.23131121;TRUE;17794.82;13;200027.231311210155517794.82
1200;Solver method;303.2641329;TRUE;10578.25;14;1200303.26413289988410578.25
1200;Next Product2Buy;0.200810747;FALSE;12778.78;14;12000.20081074738709512778.78
1200;Next Product Improved V2.1;8.460002937;TRUE;10379.99;14;12008.46000293743110379.99
2000;Solver method;807.4209298;TRUE;16920.6;14;2000807.42092977078216920.6
2000;Next Product2Buy;0.289576961;FALSE;19289.56;14;20000.28957696069392119289.56
2000;Next Product Improved V2.1;21.0283458;TRUE;16553.33;14;200021.028345799637416553.33
2200;Solver method;1032.85602;TRUE;19683.07;14;22001032.8560199285819683.07
2200;Next Product2Buy;0.342765386;FALSE;22030.91;14;22000.34276538623112122030.91
2200;Next Product Improved V2.1;27.87045108;TRUE;19268.51;14;220027.870451084388119268.51
2400;Solver method;1169.816413;TRUE;20911.27;14;24001169.8164126089620911.27
2400;Next Product2Buy;0.410199122;FALSE;20664.69;14;24000.41019912172441720664.69
2400;Next Product Improved V2.1;8.223693582;TRUE;20048.07;14;24008.2236935816308620048.07
